content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,content_cleaned,content_cleaned_stopwords,tokens,clean_tokens,stemmed_tokens,final_text,text_length,score_label
versi sekarang lebih baik ,5,0,2.1.3,2023-01-24 09:30:43,,,versi sekarang lebih baik,versi baik,"['versi', 'sekarang', 'lebih', 'baik']","['versi', 'baik']","['versi', 'baik']",versi baik,2,Positive
"mohon petugas halte lebih akses terhadap difabel, terutama halte terminal condong catur,",5,0,,2023-01-17 01:17:35,,,mohon petugas halte lebih akses terhadap difabel terutama halte terminal condong catur,mohon petugas halte akses difabel halte terminal condong catur,"['mohon', 'petugas', 'halte', 'lebih', 'akses', 'terhadap', 'difabel', 'terutama', 'halte', 'terminal', 'condong', 'catur']","['mohon', 'petugas', 'halte', 'akses', 'difabel', 'halte', 'terminal', 'condong', 'catur']","['mohon', 'tugas', 'halte', 'akses', 'difabel', 'halte', 'terminal', 'condong', 'catur']",mohon tugas halte akses difabel halte terminal condong catur,9,Positive
jalur 5a gak ada d apk..huffft,4,0,2.1.3,2023-01-11 23:51:16,,,jalur a tidak ada d aplikasi huffft,jalur a d aplikasi huffft,"['jalur', 'a', 'tidak', 'ada', 'd', 'aplikasi', 'huffft']","['jalur', 'a', 'd', 'aplikasi', 'huffft']","['jalur', 'a', 'd', 'aplikasi', 'huffft']",jalur a d aplikasi huffft,5,Positive
susah d buka,5,0,,2022-12-26 00:14:47,"Hi kak, bisa Infoman detail kendalanya, Thanks",2022-04-22 06:38:39,susah d buka,susah d buka,"['susah', 'd', 'buka']","['susah', 'd', 'buka']","['susah', 'd', 'buka']",susah d buka,3,Positive
great app.,5,0,2.1.3,2022-12-20 02:53:51,,,great aplikasi,great aplikasi,"['great', 'aplikasi']","['great', 'aplikasi']","['great', 'aplikasi']",great aplikasi,2,Positive
apps sangat membantu dan bisa pesen tiket secara online,5,0,2.1.3,2022-12-19 08:52:01,,,aplikasi sangat membantu dan bisa pesen tiket secara online,aplikasi membantu pesen tiket online,"['aplikasi', 'sangat', 'membantu', 'dan', 'bisa', 'pesen', 'tiket', 'secara', 'online']","['aplikasi', 'membantu', 'pesen', 'tiket', 'online']","['aplikasi', 'bantu', 'sen', 'tiket', 'online']",aplikasi bantu sen tiket online,5,Positive
"semoga armada diperbanyak, rute feeder diadakan, saya akan terus mensupprt transportasi umum di jogja",5,0,2.1.3,2022-12-17 18:09:05,,,semoga armada diperbanyak rute feeder diadakan saya akan terus mensupprt transportasi umum di transjogja,semoga armada diperbanyak rute feeder diadakan mensupprt transportasi transjogja,"['semoga', 'armada', 'diperbanyak', 'rute', 'feeder', 'diadakan', 'saya', 'akan', 'terus', 'mensupprt', 'transportasi', 'umum', 'di', 'transjogja']","['semoga', 'armada', 'diperbanyak', 'rute', 'feeder', 'diadakan', 'mensupprt', 'transportasi', 'transjogja']","['moga', 'armada', 'banyak', 'rute', 'feeder', 'ada', 'mensupprt', 'transportasi', 'transjogja']",moga armada banyak rute feeder ada mensupprt transportasi transjogja,9,Positive
"error dengan bentuk bis yang tidak berjalan di suatu rute tertentu, sudah terjadi beberapa kali",1,5,2.1.3,2022-12-14 05:46:14,,,error dengan bentuk bus yang tidak berjalan di suatu rute tertentu sudah terjadi beberapa kali,error bentuk bus berjalan rute kali,"['error', 'dengan', 'bentuk', 'bus', 'yang', 'tidak', 'berjalan', 'di', 'suatu', 'rute', 'tertentu', 'sudah', 'terjadi', 'beberapa', 'kali']","['error', 'bentuk', 'bus', 'berjalan', 'rute', 'kali']","['error', 'bentuk', 'bus', 'jalan', 'rute', 'kali']",error bentuk bus jalan rute kali,6,Negative
"kenapa bis nya terlalu lama datang? saya sering menunggu sampai 30 menit lebih, dari lawan arah sudah ada yg datang sampai 3 tapi ke arah yg sebaliknya tidak ada yg datang. tolong ditingkatkan lagi untuk bis nya",3,1,,2022-12-11 08:05:39,,,kenapa bus nya terlalu lama datang saya sering menunggu sampai menit lebih dari lawan arah sudah ada yang datang sampai tapi ke arah yang sebaliknya tidak ada yang datang tolong ditingkatkan lagi untuk bus nya,bus menunggu menit lawan arah arah tolong ditingkatkan bus,"['kenapa', 'bus', 'nya', 'terlalu', 'lama', 'datang', 'saya', 'sering', 'menunggu', 'sampai', 'menit', 'lebih', 'dari', 'lawan', 'arah', 'sudah', 'ada', 'yang', 'datang', 'sampai', 'tapi', 'ke', 'arah', 'yang', 'sebaliknya', 'tidak', 'ada', 'yang', 'datang', 'tolong', 'ditingkatkan', 'lagi', 'untuk', 'bus', 'nya']","['bus', 'menunggu', 'menit', 'lawan', 'arah', 'arah', 'tolong', 'ditingkatkan', 'bus']","['bus', 'tunggu', 'menit', 'lawan', 'arah', 'arah', 'tolong', 'tingkat', 'bus']",bus tunggu menit lawan arah arah tolong tingkat bus,9,Neutral
bingung cara pake aplnya... kedatangan busnya gak akurat sama yang di aplikasi trus gak ditulis juga jam beroprasi nya sampai jam brpa.. masih banyak kekurangan disini.. mohon diperbaiki lagi karena saya sudah lama pakai bis ini ..thanks,5,2,1.0.7,2022-12-09 06:54:00,,,bingung cara pakai aplnya kedatangan bus tidak akurat sama yang di aplikasi terus tidak ditulis juga jam beroprasi nya sampai jam brpa masih banyak kekurangan disini mohon diperbaiki lagi karena saya sudah lama pakai bus ini terimakasih,bingung pakai aplnya kedatangan bus akurat aplikasi ditulis jam beroprasi jam brpa kekurangan mohon diperbaiki pakai bus terimakasih,"['bingung', 'cara', 'pakai', 'aplnya', 'kedatangan', 'bus', 'tidak', 'akurat', 'sama', 'yang', 'di', 'aplikasi', 'terus', 'tidak', 'ditulis', 'juga', 'jam', 'beroprasi', 'nya', 'sampai', 'jam', 'brpa', 'masih', 'banyak', 'kekurangan', 'disini', 'mohon', 'diperbaiki', 'lagi', 'karena', 'saya', 'sudah', 'lama', 'pakai', 'bus', 'ini', 'terimakasih']","['bingung', 'pakai', 'aplnya', 'kedatangan', 'bus', 'akurat', 'aplikasi', 'ditulis', 'jam', 'beroprasi', 'jam', 'brpa', 'kekurangan', 'mohon', 'diperbaiki', 'pakai', 'bus', 'terimakasih']","['bingung', 'pakai', 'aplnya', 'datang', 'bus', 'akurat', 'aplikasi', 'tulis', 'jam', 'beroprasi', 'jam', 'brpa', 'kurang', 'mohon', 'baik', 'pakai', 'bus', 'terimakasih']",bingung pakai aplnya datang bus akurat aplikasi tulis jam beroprasi jam brpa kurang mohon baik pakai bus terimakasih,18,Positive
"enak versi lama ;( kmrn naik tj niat mau turun di pdam gemawang dari arah selatan , liat di aplikasi nya oke ada halte nya buat turun di pdam dr arah selatan, eh pada kenyataannya ternyata halte sebelah kiri tuh gaada ( dr arah selatan) ada nya cuma sebelah kanan aja . padahal di aplikasi tj nya ada keselll kadang suka eror pas d kos liat tj nya masih jauh jd nyantai eh pas udh sampe halte diliat lg ternyata bus nya dah lewat ",3,2,,2022-12-08 15:09:48,,,enak versi lama kmrn naik transjogja niat mau turun di pdam gemawang dari arah selatan lihat di aplikasi nya oke ada halte nya buat turun di pdam dari arah selatan eh pada kenyataannya ternyata halte sebelah kiri tuh gaada dari arah selatan ada nya cuma sebelah kanan saja padahal di aplikasi transjogja nya ada kesel kadang suka error pas d kos lihat transjogja nya masih jauh jadi nyantai eh pas udh sampai halte diliat lg ternyata bus nya sudah lewat,enak versi kmrn transjogja niat turun pdam gemawang arah selatan lihat aplikasi oke halte turun pdam arah selatan eh kenyataannya halte sebelah kiri tuh gaada arah selatan sebelah kanan aplikasi transjogja kesel kadang suka error pas d kos lihat transjogja nyantai eh pas udh halte diliat lg bus,"['enak', 'versi', 'lama', 'kmrn', 'naik', 'transjogja', 'niat', 'mau', 'turun', 'di', 'pdam', 'gemawang', 'dari', 'arah', 'selatan', 'lihat', 'di', 'aplikasi', 'nya', 'oke', 'ada', 'halte', 'nya', 'buat', 'turun', 'di', 'pdam', 'dari', 'arah', 'selatan', 'eh', 'pada', 'kenyataannya', 'ternyata', 'halte', 'sebelah', 'kiri', 'tuh', 'gaada', 'dari', 'arah', 'selatan', 'ada', 'nya', 'cuma', 'sebelah', 'kanan', 'saja', 'padahal', 'di', 'aplikasi', 'transjogja', 'nya', 'ada', 'kesel', 'kadang', 'suka', 'error', 'pas', 'd', 'kos', 'lihat', 'transjogja', 'nya', 'masih', 'jauh', 'jadi', 'nyantai', 'eh', 'pas', 'udh', 'sampai', 'halte', 'diliat', 'lg', 'ternyata', 'bus', 'nya', 'sudah', 'lewat']","['enak', 'versi', 'kmrn', 'transjogja', 'niat', 'turun', 'pdam', 'gemawang', 'arah', 'selatan', 'lihat', 'aplikasi', 'oke', 'halte', 'turun', 'pdam', 'arah', 'selatan', 'eh', 'kenyataannya', 'halte', 'sebelah', 'kiri', 'tuh', 'gaada', 'arah', 'selatan', 'sebelah', 'kanan', 'aplikasi', 'transjogja', 'kesel', 'kadang', 'suka', 'error', 'pas', 'd', 'kos', 'lihat', 'transjogja', 'nyantai', 'eh', 'pas', 'udh', 'halte', 'diliat', 'lg', 'bus']","['enak', 'versi', 'kmrn', 'transjogja', 'niat', 'turun', 'pdam', 'gawang', 'arah', 'selatan', 'lihat', 'aplikasi', 'oke', 'halte', 'turun', 'pdam', 'arah', 'selatan', 'eh', 'nyata', 'halte', 'belah', 'kiri', 'tuh', 'gaada', 'arah', 'selatan', 'belah', 'kanan', 'aplikasi', 'transjogja', 'kesel', 'kadang', 'suka', 'error', 'pas', 'd', 'kos', 'lihat', 'transjogja', 'nyantai', 'eh', 'pas', 'udh', 'halte', 'liat', 'lg', 'bus']",enak versi kmrn transjogja niat turun pdam gawang arah selatan lihat aplikasi oke halte turun pdam arah selatan eh nyata halte belah kiri tuh gaada arah selatan belah kanan aplikasi transjogja kesel kadang suka error pas d kos lihat transjogja nyantai eh pas udh halte liat lg bus,48,Neutral
gk di-update,1,0,2.1.3,2022-12-05 23:48:16,,,tidak di update,update,"['tidak', 'di', 'update']",['update'],['update'],update,1,Negative
"harusnya ada fitur pengaturan profilnya, dan ditambah fitur fitur yang lainnya. di udate lagi fiturnya, diperbaiki bug bug yang ada supaya bisa berjalan dengan baik, dan semua penggunanya juga menjadi tenang dan nyaman terima kasih.",3,1,2.1.3,2022-11-26 11:41:44,,,harusnya ada fitur pengaturan profilnya dan ditambah fitur fitur yang lainnya di udate lagi fiturnya diperbaiki bug bug yang ada supaya bisa berjalan dengan baik dan semua penggunanya juga menjadi tenang dan nyaman terimakasih,fitur pengaturan profilnya ditambah fitur fitur udate fiturnya diperbaiki bug bug berjalan baik penggunanya tenang nyaman terimakasih,"['harusnya', 'ada', 'fitur', 'pengaturan', 'profilnya', 'dan', 'ditambah', 'fitur', 'fitur', 'yang', 'lainnya', 'di', 'udate', 'lagi', 'fiturnya', 'diperbaiki', 'bug', 'bug', 'yang', 'ada', 'supaya', 'bisa', 'berjalan', 'dengan', 'baik', 'dan', 'semua', 'penggunanya', 'juga', 'menjadi', 'tenang', 'dan', 'nyaman', 'terimakasih']","['fitur', 'pengaturan', 'profilnya', 'ditambah', 'fitur', 'fitur', 'udate', 'fiturnya', 'diperbaiki', 'bug', 'bug', 'berjalan', 'baik', 'penggunanya', 'tenang', 'nyaman', 'terimakasih']","['fitur', 'atur', 'profil', 'tambah', 'fitur', 'fitur', 'udate', 'fiturnya', 'baik', 'bug', 'bug', 'jalan', 'baik', 'guna', 'tenang', 'nyaman', 'terimakasih']",fitur atur profil tambah fitur fitur udate fiturnya baik bug bug jalan baik guna tenang nyaman terimakasih,17,Neutral
suka force close,1,0,2.1.2,2022-11-16 10:52:59,,,suka force close,suka force close,"['suka', 'force', 'close']","['suka', 'force', 'close']","['suka', 'force', 'close']",suka force close,3,Negative
"membantu, tapi harusnya sepanjang bus berjalan waktu tunggu juga ikut berkurang dong biar ga bingung. pas jalan bus ya di aplikasi jg gaada pergerakan di gambar busnya. jd bingung nunggu nya sama aja kya ga pake aplikasi",2,1,2.1.3,2022-11-14 22:44:29,,,membantu tapi harusnya sepanjang bus berjalan waktu tunggu juga ikut berkurang dong biar tidak bingung pas jalan bus ya di aplikasi juga gaada pergerakan di gambar bus jadi bingung menunggu nya sama saja kya tidak pakai aplikasi,membantu bus berjalan tunggu berkurang biar bingung pas jalan bus aplikasi gaada pergerakan gambar bus bingung menunggu kya pakai aplikasi,"['membantu', 'tapi', 'harusnya', 'sepanjang', 'bus', 'berjalan', 'waktu', 'tunggu', 'juga', 'ikut', 'berkurang', 'dong', 'biar', 'tidak', 'bingung', 'pas', 'jalan', 'bus', 'ya', 'di', 'aplikasi', 'juga', 'gaada', 'pergerakan', 'di', 'gambar', 'bus', 'jadi', 'bingung', 'menunggu', 'nya', 'sama', 'saja', 'kya', 'tidak', 'pakai', 'aplikasi']","['membantu', 'bus', 'berjalan', 'tunggu', 'berkurang', 'biar', 'bingung', 'pas', 'jalan', 'bus', 'aplikasi', 'gaada', 'pergerakan', 'gambar', 'bus', 'bingung', 'menunggu', 'kya', 'pakai', 'aplikasi']","['bantu', 'bus', 'jalan', 'tunggu', 'kurang', 'biar', 'bingung', 'pas', 'jalan', 'bus', 'aplikasi', 'gaada', 'gera', 'gambar', 'bus', 'bingung', 'tunggu', 'kya', 'pakai', 'aplikasi']",bantu bus jalan tunggu kurang biar bingung pas jalan bus aplikasi gaada gera gambar bus bingung tunggu kya pakai aplikasi,20,Negative
kenapa 1a nya di gantii sama teman bus,1,0,2.1.3,2022-11-03 09:58:19,,,kenapa a nya di ganti sama teman bus,a ganti teman bus,"['kenapa', 'a', 'nya', 'di', 'ganti', 'sama', 'teman', 'bus']","['a', 'ganti', 'teman', 'bus']","['a', 'ganti', 'teman', 'bus']",a ganti teman bus,4,Negative
mohon untuk jl simanjuntak di kasih halte portable ya terima kasih,3,0,2.1.3,2022-10-28 08:16:03,,,mohon untuk jl simanjuntak di kasih halte portable ya terimakasih,mohon jl simanjuntak kasih halte portable terimakasih,"['mohon', 'untuk', 'jl', 'simanjuntak', 'di', 'kasih', 'halte', 'portable', 'ya', 'terimakasih']","['mohon', 'jl', 'simanjuntak', 'kasih', 'halte', 'portable', 'terimakasih']","['mohon', 'jl', 'simanjuntak', 'kasih', 'halte', 'portable', 'terimakasih']",mohon jl simanjuntak kasih halte portable terimakasih,7,Neutral
sangat membantu untuk mengetahui posisi bus. jadi kita ngga harus nunggu terlalu lama jika sudah tau posisi bus nya. mantap,5,1,2.1.2,2022-10-28 05:27:07,,,sangat membantu untuk mengetahui posisi bus jadi kita tidak harus menunggu terlalu lama jika sudah tahu posisi bus nya mantap,membantu posisi bus menunggu posisi bus mantap,"['sangat', 'membantu', 'untuk', 'mengetahui', 'posisi', 'bus', 'jadi', 'kita', 'tidak', 'harus', 'menunggu', 'terlalu', 'lama', 'jika', 'sudah', 'tahu', 'posisi', 'bus', 'nya', 'mantap']","['membantu', 'posisi', 'bus', 'menunggu', 'posisi', 'bus', 'mantap']","['bantu', 'posisi', 'bus', 'tunggu', 'posisi', 'bus', 'mantap']",bantu posisi bus tunggu posisi bus mantap,7,Positive
bagus,5,0,,2022-10-25 06:22:24,,,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,1,Positive
benerin dulu dh semuanya,1,0,2.1.3,2022-10-22 04:52:12,,,benarkan dulu sudah semuanya,benarkan,"['benarkan', 'dulu', 'sudah', 'semuanya']",['benarkan'],['benar'],benar,1,Negative
error' terus,1,0,2.1.3,2022-10-21 07:21:46,,,error terus,error,"['error', 'terus']",['error'],['error'],error,1,Negative
sangat membantu mungkin yg kasi bintang jelek itu hpnya blm canggih,5,1,2.1.3,2022-10-19 08:43:47,,,sangat membantu mungkin yang kasi bintang jelek itu hpnya blm canggih,membantu kasi bintang jelek hpnya blm canggih,"['sangat', 'membantu', 'mungkin', 'yang', 'kasi', 'bintang', 'jelek', 'itu', 'hpnya', 'blm', 'canggih']","['membantu', 'kasi', 'bintang', 'jelek', 'hpnya', 'blm', 'canggih']","['bantu', 'kasi', 'bintang', 'jelek', 'hpnya', 'blm', 'canggih']",bantu kasi bintang jelek hpnya blm canggih,7,Positive
"aplikasi nya sangat membantu sekali, untuk tau posisi bus ny , tp jgn pke plat tp pke rute ny , 1a, 2a dll. untuk bus nya istrht nya terlalu lama bngtttt, dan posisi bus sering ngebug. kdg kurang yakin.",3,7,2.1.2,2022-10-11 07:43:31,,,aplikasi nya sangat membantu sekali untuk tahu posisi bus nya tapi jangan pke plat tapi pke rute nya a a dl untuk bus nya istrht nya terlalu lama bngtt dan posisi bus sering ngebug kadang kurang yakin,aplikasi membantu posisi bus pke plat pke rute a a dl bus istrht bngtt posisi bus ngebug kadang,"['aplikasi', 'nya', 'sangat', 'membantu', 'sekali', 'untuk', 'tahu', 'posisi', 'bus', 'nya', 'tapi', 'jangan', 'pke', 'plat', 'tapi', 'pke', 'rute', 'nya', 'a', 'a', 'dl', 'untuk', 'bus', 'nya', 'istrht', 'nya', 'terlalu', 'lama', 'bngtt', 'dan', 'posisi', 'bus', 'sering', 'ngebug', 'kadang', 'kurang', 'yakin']","['aplikasi', 'membantu', 'posisi', 'bus', 'pke', 'plat', 'pke', 'rute', 'a', 'a', 'dl', 'bus', 'istrht', 'bngtt', 'posisi', 'bus', 'ngebug', 'kadang']","['aplikasi', 'bantu', 'posisi', 'bus', 'pke', 'plat', 'pke', 'rute', 'a', 'a', 'dl', 'bus', 'istrht', 'bngtt', 'posisi', 'bus', 'ngebug', 'kadang']",aplikasi bantu posisi bus pke plat pke rute a a dl bus istrht bngtt posisi bus ngebug kadang,18,Neutral
buat pantau lokasi bis beberapa menit saja sudah nyedot kuota 4gb.. dah kaya download game moba aja,1,1,2.1.2,2022-10-11 04:31:29,,,buat pantau lokasi bus beberapa menit saja sudah nyedot kuota gb sudah kaya download game moba saja,pantau lokasi bus menit nyedot kuota gb kaya download game moba,"['buat', 'pantau', 'lokasi', 'bus', 'beberapa', 'menit', 'saja', 'sudah', 'nyedot', 'kuota', 'gb', 'sudah', 'kaya', 'download', 'game', 'moba', 'saja']","['pantau', 'lokasi', 'bus', 'menit', 'nyedot', 'kuota', 'gb', 'kaya', 'download', 'game', 'moba']","['pantau', 'lokasi', 'bus', 'menit', 'nyedot', 'kuota', 'gb', 'kaya', 'download', 'game', 'moba']",pantau lokasi bus menit nyedot kuota gb kaya download game moba,11,Negative
"supir bus melaju dan tidak berhenti di titik poin, padahal saya sudah berdiri di titik poin. kejadian tgl 4 oktober 2022. pkl 18.17 wib, tj 3a 03, ab 7730 ak. titik poin depan resor sleman (sektor depok timur)",1,2,2.1.0,2022-10-04 11:28:13,,,supir bus melaju dan tidak berhenti di titik poin padahal saya sudah berdiri di titik poin kejadian tgl oktober pkl wib transjogja a ab ak titik poin depan resor sleman sektor depok timur,supir bus melaju berhenti titik poin berdiri titik poin kejadian tgl oktober pkl wib transjogja a ab ak titik poin resor sleman sektor depok timur,"['supir', 'bus', 'melaju', 'dan', 'tidak', 'berhenti', 'di', 'titik', 'poin', 'padahal', 'saya', 'sudah', 'berdiri', 'di', 'titik', 'poin', 'kejadian', 'tgl', 'oktober', 'pkl', 'wib', 'transjogja', 'a', 'ab', 'ak', 'titik', 'poin', 'depan', 'resor', 'sleman', 'sektor', 'depok', 'timur']","['supir', 'bus', 'melaju', 'berhenti', 'titik', 'poin', 'berdiri', 'titik', 'poin', 'kejadian', 'tgl', 'oktober', 'pkl', 'wib', 'transjogja', 'a', 'ab', 'ak', 'titik', 'poin', 'resor', 'sleman', 'sektor', 'depok', 'timur']","['supir', 'bus', 'laju', 'henti', 'titik', 'poin', 'diri', 'titik', 'poin', 'jadi', 'tgl', 'oktober', 'pkl', 'wib', 'transjogja', 'a', 'ab', 'ak', 'titik', 'poin', 'resor', 'sleman', 'sektor', 'depok', 'timur']",supir bus laju henti titik poin diri titik poin jadi tgl oktober pkl wib transjogja a ab ak titik poin resor sleman sektor depok timur,25,Negative
bagus,5,0,2.0.9,2022-09-19 02:02:35,,,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus,1,Positive
lancar jaya,5,0,,2022-09-17 07:25:26,,,lancar jaya,lancar jaya,"['lancar', 'jaya']","['lancar', 'jaya']","['lancar', 'jaya']",lancar jaya,2,Positive
"baru install lagsung ada erorr api limit, tolong diperbaiki",1,1,2.0.9,2022-09-16 08:28:48,,,baru instal lagsung ada error api limit tolong diperbaiki,instal lagsung error api limit tolong diperbaiki,"['baru', 'instal', 'lagsung', 'ada', 'error', 'api', 'limit', 'tolong', 'diperbaiki']","['instal', 'lagsung', 'error', 'api', 'limit', 'tolong', 'diperbaiki']","['instal', 'lagsung', 'error', 'api', 'limit', 'tolong', 'baik']",instal lagsung error api limit tolong baik,7,Negative
"aplikasinya sangat membantu saya untuk mengetahui bus yang akan saya gunakan ke suatu tujuann, moskov op",1,0,2.0.9,2022-09-16 04:53:09,,,aplikasi sangat membantu saya untuk mengetahui bus yang akan saya gunakan ke suatu tujuan moskov op,aplikasi membantu bus tujuan moskov op,"['aplikasi', 'sangat', 'membantu', 'saya', 'untuk', 'mengetahui', 'bus', 'yang', 'akan', 'saya', 'gunakan', 'ke', 'suatu', 'tujuan', 'moskov', 'op']","['aplikasi', 'membantu', 'bus', 'tujuan', 'moskov', 'op']","['aplikasi', 'bantu', 'bus', 'tuju', 'moskov', 'op']",aplikasi bantu bus tuju moskov op,6,Negative
perlu dipoles lebih banyak biar joss... terutama tentang informasi kedatangan bus nya. overall sangat membantu,5,0,2.0.9,2022-09-13 11:27:06,,,perlu dipoles lebih banyak biar jos terutama tentang informasi kedatangan bus nya overal sangat membantu,dipoles biar jos informasi kedatangan bus overal membantu,"['perlu', 'dipoles', 'lebih', 'banyak', 'biar', 'jos', 'terutama', 'tentang', 'informasi', 'kedatangan', 'bus', 'nya', 'overal', 'sangat', 'membantu']","['dipoles', 'biar', 'jos', 'informasi', 'kedatangan', 'bus', 'overal', 'membantu']","['poles', 'biar', 'jos', 'informasi', 'datang', 'bus', 'overal', 'bantu']",poles biar jos informasi datang bus overal bantu,8,Positive
